epoch,loss,acc
234,0.4081,0.8200
235,0.4077,0.8200
236,0.4082,0.8200
237,0.4078,0.8200
238,0.4078,0.8200
239,0.4094,0.8200
240,0.4087,0.8200
241,0.4089,0.8200
242,0.4075,0.8200
243,0.4077,0.8200
244,0.4077,0.8200
245,0.4074,0.8200
246,0.4074,0.8200
247,0.4070,0.8200
248,0.4075,0.8200
249,0.4076,0.8200
250,0.4090,0.8200
251,0.4097,0.8200
252,0.4092,0.8200
253,0.4069,0.8200
254,0.4081,0.8200
255,0.4065,0.8200
256,0.4062,0.8200
257,0.4065,0.8200
258,0.4063,0.8200
259,0.4063,0.8200
260,0.4073,0.8200
261,0.4075,0.8200
262,0.4062,0.8200
263,0.4064,0.8200
264,0.4067,0.8200
265,0.4063,0.8200
266,0.4064,0.8200
267,0.4062,0.8200
268,0.4075,0.8200
269,0.4088,0.8200
270,0.4094,0.8200
271,0.4086,0.8200
272,0.4077,0.8200
273,0.4066,0.8200
274,0.4051,0.8200
275,0.4055,0.8200
276,0.4056,0.8200
277,0.4055,0.8200
278,0.4055,0.8200
279,0.4055,0.8200
280,0.4050,0.8200
281,0.4049,0.8200
282,0.4046,0.8200
283,0.4045,0.8200
284,0.4054,0.8200
285,0.4047,0.8200
286,0.4045,0.8200
287,0.4045,0.8200
288,0.4050,0.8200
289,0.4046,0.8200
290,0.4046,0.8200
291,0.4045,0.8200
292,0.4043,0.8200
293,0.4043,0.8200
294,0.4048,0.8200
295,0.4045,0.8200
296,0.4040,0.8200
297,0.4047,0.8200
298,0.4044,0.8200
299,0.4043,0.8200
300,0.4037,0.8200
301,0.4044,0.8200
302,0.4042,0.8200
303,0.4041,0.8200
304,0.4048,0.8200
305,0.4045,0.8200
306,0.4045,0.8200
307,0.4041,0.8200
308,0.4051,0.8200
309,0.4048,0.8200
310,0.4047,0.8200
311,0.4071,0.8200
312,0.4063,0.8200
313,0.4051,0.8200
314,0.4042,0.8200
315,0.4041,0.8200
316,0.4045,0.8200
317,0.4054,0.8200
318,0.4057,0.8200
319,0.4053,0.8200
320,0.4047,0.8200
321,0.4046,0.8200
322,0.4048,0.8200
323,0.4038,0.8200
324,0.4039,0.8200
325,0.4029,0.8200
326,0.4032,0.8200
327,0.4031,0.8200
328,0.4032,0.8200
329,0.4035,0.8200
330,0.4036,0.8200
331,0.4038,0.8200
332,0.4047,0.8200
333,0.4039,0.8200
334,0.4031,0.8200
335,0.4034,0.8200
336,0.4025,0.8200
337,0.4023,0.8200
338,0.4026,0.8200
339,0.4038,0.8200
340,0.4033,0.8200
341,0.4027,0.8200
342,0.4024,0.8200
343,0.4022,0.8200
344,0.4022,0.8200
345,0.4019,0.8200
346,0.4022,0.8200
347,0.4026,0.8200
348,0.4028,0.8200
349,0.4028,0.8200
350,0.4027,0.8200
351,0.4027,0.8200
352,0.4027,0.8200
353,0.4027,0.8200
354,0.4022,0.8200
355,0.4016,0.8200
356,0.4018,0.8200
357,0.4019,0.8200
358,0.4019,0.8200
359,0.4038,0.8200
360,0.4057,0.8200
361,0.4055,0.8200
362,0.4045,0.8200
363,0.4036,0.8200
364,0.4023,0.8200
365,0.4014,0.8200
366,0.4019,0.8200
367,0.4027,0.8200
368,0.4043,0.8200
369,0.4044,0.8200
370,0.4047,0.8200
371,0.4045,0.8200
372,0.4037,0.8200
373,0.4023,0.8200
374,0.4019,0.8200
375,0.4012,0.8200
376,0.4016,0.8200
377,0.4013,0.8200
378,0.4013,0.8200
379,0.4013,0.8200
380,0.4010,0.8200
381,0.4015,0.8200
382,0.4008,0.8200
383,0.4009,0.8200
384,0.4022,0.8200
385,0.4008,0.8200
386,0.4010,0.8200
387,0.4008,0.8200
388,0.4010,0.8200
389,0.4014,0.8200
390,0.4016,0.8200
391,0.4012,0.8200
392,0.4010,0.8200
393,0.4019,0.8200
394,0.4008,0.8200
395,0.4011,0.8200
396,0.4009,0.8200
397,0.4005,0.8200
398,0.4006,0.8200
399,0.4007,0.8200
400,0.4009,0.8200
401,0.4015,0.8200
402,0.4010,0.8200
403,0.4005,0.8200
404,0.4002,0.8200
405,0.4002,0.8200
406,0.4002,0.8200
407,0.4002,0.8200
408,0.4003,0.8200
409,0.3999,0.8200
410,0.4004,0.8200
411,0.4004,0.8200
412,0.4004,0.8200
413,0.4002,0.8200
414,0.4001,0.8200
415,0.4015,0.8200
416,0.4017,0.8200
417,0.4035,0.8200
418,0.4027,0.8200
419,0.4022,0.8200
420,0.4013,0.8200
421,0.4005,0.8200
422,0.4001,0.8200
423,0.4002,0.8200
424,0.4006,0.8200
425,0.4006,0.8200
426,0.4007,0.8200
427,0.4014,0.8200
428,0.4018,0.8200
429,0.4029,0.8200
430,0.4018,0.8200
431,0.3999,0.8200
432,0.4000,0.8200
433,0.4012,0.8200
434,0.4006,0.8200
435,0.4006,0.8200
436,0.4017,0.8200
437,0.4013,0.8200
438,0.4011,0.8200
439,0.4013,0.8200
440,0.4011,0.8200
441,0.4007,0.8200
442,0.4002,0.8200
443,0.3990,0.8200
444,0.3987,0.8200
445,0.3995,0.8200
446,0.4005,0.8200
447,0.4007,0.8200
448,0.3999,0.8200
449,0.3998,0.8200
450,0.3993,0.8200
451,0.3990,0.8200
452,0.3992,0.8200
453,0.3987,0.8200
454,0.3989,0.8200
455,0.3989,0.8200
456,0.3992,0.8200
457,0.3989,0.8200
458,0.3985,0.8200
459,0.3983,0.8200
460,0.3985,0.8200
461,0.3985,0.8200
462,0.3983,0.8200
463,0.3984,0.8200
464,0.3992,0.8200
465,0.3992,0.8200
466,0.3992,0.8200
467,0.3987,0.8200
468,0.3988,0.8200
469,0.3993,0.8200
470,0.3992,0.8200
471,0.3994,0.8200
472,0.3988,0.8200
473,0.3984,0.8200
474,0.3978,0.8200
475,0.3971,0.8200
476,0.3978,0.8200
477,0.3988,0.8200
478,0.3985,0.8200
479,0.3987,0.8200
480,0.3983,0.8200
481,0.3975,0.8200
482,0.3971,0.8200
483,0.3972,0.8200
484,0.3970,0.8200
485,0.3986,0.8200
486,0.3975,0.8200
487,0.3976,0.8200
488,0.3977,0.8200
489,0.3985,0.8200
490,0.3987,0.8200
491,0.3987,0.8200
492,0.3984,0.8200
493,0.3976,0.8200
494,0.3974,0.8200
495,0.3972,0.8200
496,0.3968,0.8200
497,0.3968,0.8200
498,0.3962,0.8200
499,0.3961,0.8200
500,0.3958,0.8200
501,0.3970,0.8200
502,0.3962,0.8200
503,0.3963,0.8200
504,0.3958,0.8200
505,0.3957,0.8200
506,0.3957,0.8200
507,0.3953,0.8200
508,0.3952,0.8200
509,0.3952,0.8200
510,0.3954,0.8200
511,0.3947,0.8200
512,0.3944,0.8200
513,0.3955,0.8200
514,0.3950,0.8200
515,0.3947,0.8200
516,0.3946,0.8200
517,0.3948,0.8200
518,0.3947,0.8200
519,0.3956,0.8200
520,0.3949,0.8200
521,0.3949,0.8200
522,0.3943,0.8200
523,0.3936,0.8200
524,0.3936,0.8200
525,0.3935,0.8200
526,0.3945,0.8200
527,0.3934,0.8200
528,0.3938,0.8200
529,0.3932,0.8200
530,0.3938,0.8200
531,0.3950,0.8200
532,0.3935,0.8200
533,0.3928,0.8200
534,0.3941,0.8200
535,0.3930,0.8200
536,0.3927,0.8200
537,0.3926,0.8200
538,0.3924,0.8200
539,0.3932,0.8200
540,0.3926,0.8200
541,0.3929,0.8200
542,0.3929,0.8200
543,0.3930,0.8200
544,0.3928,0.8200
545,0.3924,0.8200
546,0.3921,0.8200
547,0.3917,0.8200
548,0.3917,0.8200
549,0.3916,0.8200
550,0.3914,0.8200
551,0.3916,0.8200
552,0.3918,0.8200
553,0.3924,0.8200
554,0.3931,0.8200
555,0.3928,0.8200
556,0.3927,0.8200
557,0.3927,0.8200
558,0.3929,0.8200
559,0.3911,0.8200
560,0.3901,0.8200
561,0.3905,0.8200
562,0.3908,0.8200
563,0.3910,0.8200
564,0.3912,0.8200
565,0.3909,0.8200
566,0.3908,0.8200
567,0.3902,0.8200
568,0.3901,0.8200
569,0.3903,0.8200
570,0.3901,0.8200
571,0.3899,0.8200
572,0.3898,0.8200
573,0.3898,0.8200
574,0.3899,0.8200
575,0.3904,0.8200
576,0.3896,0.8200
577,0.3895,0.8200
578,0.3894,0.8200
579,0.3890,0.8200
580,0.3894,0.8200
581,0.3906,0.8200
582,0.3898,0.8200
583,0.3891,0.8200
584,0.3885,0.8200
585,0.3892,0.8200
586,0.3886,0.8200
587,0.3886,0.8200
588,0.3889,0.8200
589,0.3892,0.8200
590,0.3889,0.8200
591,0.3891,0.8200
592,0.3890,0.8200
593,0.3881,0.8200
594,0.3885,0.8200
595,0.3879,0.8200
596,0.3878,0.8200
597,0.3878,0.8200
598,0.3881,0.8200
599,0.3880,0.8200
600,0.3878,0.8200
601,0.3882,0.8200
602,0.3883,0.8200
603,0.3882,0.8200
604,0.3870,0.8200
605,0.3868,0.8200
606,0.3869,0.8200
607,0.3879,0.8200
608,0.3881,0.8200
609,0.3887,0.8200
610,0.3885,0.8200
611,0.3880,0.8200
612,0.3866,0.8200
613,0.3865,0.8200
614,0.3862,0.8200
615,0.3871,0.8200
616,0.3862,0.8200
617,0.3867,0.8200
618,0.3868,0.8200
619,0.3866,0.8200
620,0.3861,0.8200
621,0.3855,0.8200
622,0.3856,0.8200
623,0.3859,0.8200
624,0.3873,0.8200
625,0.3874,0.8200
626,0.3878,0.8200
627,0.3885,0.8200
628,0.3891,0.8200
629,0.3893,0.8200
630,0.3879,0.8200
631,0.3872,0.8200
632,0.3852,0.8200
633,0.3881,0.8200
634,0.3850,0.8200
635,0.3853,0.8200
636,0.3851,0.8200
637,0.3855,0.8200
638,0.3867,0.8200
639,0.3862,0.8200
640,0.3851,0.8200
641,0.3851,0.8200
642,0.3841,0.8200
643,0.3843,0.8200
644,0.3838,0.8200
645,0.3840,0.8200
646,0.3851,0.8200
647,0.3851,0.8200
648,0.3859,0.8200
649,0.3858,0.8200
650,0.3845,0.8200
651,0.3829,0.8200
652,0.3834,0.8200
653,0.3831,0.8200
654,0.3831,0.8200
655,0.3830,0.8200
656,0.3833,0.8200
657,0.3836,0.8200
658,0.3837,0.8200
659,0.3855,0.8200
660,0.3851,0.8200
661,0.3844,0.8200
662,0.3833,0.8200
663,0.3826,0.8200
664,0.3821,0.8200
665,0.3825,0.8200
666,0.3821,0.8200
667,0.3828,0.8200
668,0.3822,0.8200
669,0.3837,0.8200
670,0.3832,0.8200
671,0.3837,0.8200
672,0.3834,0.8200
673,0.3826,0.8200
674,0.3817,0.8200
675,0.3824,0.8200
676,0.3812,0.8200
677,0.3811,0.8200
678,0.3810,0.8200
679,0.3813,0.8200
680,0.3809,0.8200
681,0.3814,0.8200
682,0.3813,0.8200
683,0.3818,0.8200
684,0.3811,0.8200
685,0.3812,0.8200
686,0.3809,0.8200
687,0.3807,0.8200
688,0.3803,0.8200
689,0.3804,0.8200
690,0.3797,0.8200
691,0.3801,0.8200
692,0.3801,0.8200
693,0.3800,0.8200
694,0.3791,0.8200
695,0.3813,0.8200
696,0.3802,0.8200
697,0.3805,0.8200
698,0.3804,0.8200
699,0.3794,0.8200
700,0.3787,0.8200
701,0.3790,0.8200
702,0.3793,0.8200
703,0.3789,0.8200
704,0.3787,0.8200
705,0.3787,0.8200
706,0.3785,0.8200
707,0.3783,0.8200
708,0.3780,0.8200
709,0.3785,0.8200
710,0.3789,0.8200
711,0.3786,0.8200
712,0.3787,0.8200
713,0.3783,0.8200
714,0.3781,0.8200
715,0.3772,0.8200
716,0.3774,0.8200
717,0.3780,0.8200
718,0.3772,0.8200
719,0.3769,0.8200
720,0.3770,0.8200
721,0.3767,0.8200
722,0.3766,0.8200
723,0.3770,0.8200
724,0.3769,0.8200
725,0.3771,0.8200
726,0.3770,0.8200
727,0.3763,0.8200
728,0.3761,0.8200
729,0.3765,0.8200
730,0.3761,0.8200
731,0.3769,0.8200
732,0.3760,0.8200
733,0.3765,0.8200
734,0.3767,0.8200
735,0.3752,0.8200
736,0.3747,0.8200
737,0.3754,0.8200
738,0.3755,0.8200
739,0.3755,0.8200
740,0.3753,0.8200
741,0.3757,0.8200
742,0.3759,0.8200
743,0.3752,0.8200
744,0.3744,0.8200
745,0.3765,0.8200
746,0.3770,0.8200
747,0.3805,0.8200
748,0.3811,0.8200
749,0.3803,0.8200
750,0.3859,0.8200
751,0.3859,0.8200
752,0.3790,0.8200
753,0.3747,0.8200
754,0.3727,0.8200
755,0.3739,0.8200
756,0.3754,0.8200
757,0.3748,0.8200
758,0.3742,0.8200
759,0.3728,0.8200
760,0.3731,0.8200
761,0.3730,0.8200
762,0.3730,0.8200
763,0.3725,0.8200
764,0.3729,0.8200
765,0.3714,0.8200
766,0.3715,0.8200
767,0.3728,0.8200
768,0.3726,0.8200
769,0.3726,0.8200
770,0.3720,0.8200
771,0.3712,0.8200
772,0.3712,0.8200
773,0.3719,0.8200
774,0.3730,0.8200
775,0.3720,0.8200
776,0.3705,0.8200
777,0.3711,0.8200
778,0.3705,0.8200
779,0.3698,0.8200
780,0.3708,0.8200
781,0.3702,0.8200
782,0.3693,0.8200
783,0.3702,0.8200
784,0.3691,0.8200
785,0.3691,0.8200
786,0.3705,0.8200
787,0.3723,0.8200
788,0.3718,0.8200
789,0.3700,0.8200
790,0.3689,0.8200
791,0.3688,0.8200
792,0.3689,0.8200
793,0.3680,0.8200
794,0.3691,0.8200
795,0.3683,0.8200
796,0.3682,0.8200
797,0.3693,0.8200
798,0.3674,0.8200
799,0.3670,0.8200
800,0.3670,0.8200
801,0.3670,0.8200
802,0.3668,0.8200
803,0.3699,0.8200
804,0.3689,0.8200
805,0.3694,0.8200
806,0.3695,0.8200
807,0.3707,0.8200
808,0.3716,0.8200
809,0.3710,0.8200
810,0.3699,0.8200
811,0.3688,0.8200
812,0.3680,0.8200
813,0.3685,0.8200
814,0.3664,0.8200
815,0.3652,0.8200
816,0.3666,0.8200
817,0.3667,0.8200
818,0.3657,0.8200
819,0.3650,0.8200
820,0.3655,0.8200
821,0.3648,0.8200
822,0.3655,0.8200
823,0.3660,0.8200
824,0.3677,0.8200
825,0.3667,0.8200
826,0.3656,0.8200
827,0.3644,0.8200
828,0.3662,0.8200
829,0.3645,0.8200
830,0.3642,0.8200
831,0.3644,0.8200
832,0.3632,0.8200
833,0.3631,0.8200
834,0.3632,0.8200
835,0.3638,0.8200
836,0.3629,0.8200
837,0.3628,0.8200
838,0.3626,0.8200
839,0.3627,0.8200
840,0.3631,0.8200
841,0.3623,0.8200
842,0.3628,0.8200
843,0.3615,0.8200
844,0.3622,0.8200
845,0.3638,0.8200
846,0.3648,0.8200
847,0.3637,0.8200
848,0.3630,0.8200
849,0.3630,0.8200
850,0.3644,0.8200
851,0.3655,0.8200
852,0.3656,0.8200
853,0.3648,0.8200
854,0.3637,0.8200
855,0.3638,0.8200
856,0.3606,0.8200
857,0.3582,0.8200
858,0.3686,0.8200
859,0.3703,0.8200
860,0.3689,0.8200
861,0.3647,0.8200
862,0.3625,0.8200
863,0.3615,0.8200
864,0.3606,0.8200
865,0.3579,0.8200
866,0.3582,0.8200
867,0.3574,0.8200
868,0.3578,0.8200
869,0.3564,0.8200
870,0.3594,0.8200
871,0.3579,0.8200
872,0.3571,0.8200
873,0.3564,0.8200
874,0.3577,0.8200
875,0.3610,0.8200
876,0.3616,0.8200
877,0.3614,0.8200
878,0.3562,0.8200
879,0.3562,0.8200
880,0.3601,0.8200
881,0.3575,0.8200
882,0.3569,0.8200
883,0.3547,0.8200
884,0.3552,0.8200
885,0.3584,0.8200
886,0.3602,0.8200
887,0.3601,0.8200
888,0.3571,0.8200
889,0.3550,0.8200
890,0.3545,0.8200
891,0.3541,0.8200
892,0.3532,0.8200
893,0.3535,0.8200
894,0.3546,0.8200
895,0.3527,0.8200
896,0.3524,0.8200
897,0.3524,0.8200
898,0.3520,0.8200
899,0.3520,0.8200
900,0.3519,0.8200
901,0.3519,0.8200
902,0.3533,0.8200
903,0.3523,0.8200
904,0.3527,0.8200
905,0.3521,0.8200
906,0.3513,0.8200
907,0.3528,0.8200
908,0.3508,0.8200
909,0.3509,0.8200
910,0.3501,0.8200
911,0.3519,0.8200
912,0.3537,0.8200
913,0.3514,0.8200
914,0.3500,0.8200
915,0.3505,0.8200
916,0.3499,0.8200
917,0.3510,0.8200
918,0.3509,0.8200
919,0.3491,0.8200
920,0.3484,0.8200
921,0.3495,0.8200
922,0.3484,0.8200
923,0.3503,0.8200
924,0.3515,0.8200
925,0.3508,0.8200
926,0.3488,0.8200
927,0.3478,0.8200
928,0.3489,0.8200
929,0.3470,0.8200
930,0.3470,0.8200
931,0.3468,0.8200
932,0.3471,0.8200
933,0.3521,0.8200
934,0.3546,0.8200
935,0.3542,0.8200
936,0.3527,0.8200
937,0.3452,0.8200
938,0.3450,0.8200
939,0.3464,0.8200
940,0.3474,0.8200
941,0.3458,0.8200
942,0.3428,0.8200
943,0.3466,0.8200
944,0.3453,0.8200
945,0.3449,0.8200
946,0.3474,0.8200
947,0.3471,0.8200
948,0.3443,0.8200
949,0.3435,0.8200
950,0.3433,0.8200
951,0.3434,0.8200
952,0.3437,0.8200
953,0.3436,0.8200
954,0.3428,0.8200
955,0.3418,0.8200
956,0.3415,0.8200
957,0.3417,0.8200
958,0.3422,0.8200
959,0.3406,0.8200
960,0.3418,0.8200
961,0.3416,0.8200
962,0.3408,0.8200
963,0.3402,0.8200
964,0.3423,0.8200
965,0.3400,0.8200
966,0.3477,0.8000
967,0.3419,0.8200
968,0.3388,0.8200
969,0.3388,0.8200
970,0.3388,0.8200
971,0.3374,0.8200
972,0.3372,0.8200
973,0.3371,0.8200
974,0.3419,0.8200
975,0.3401,0.8200
976,0.3366,0.8200
977,0.3400,0.8200
978,0.3375,0.8200
979,0.3373,0.8200
980,0.3356,0.8200
981,0.3355,0.8200
982,0.3385,0.8200
983,0.3360,0.8200
984,0.3345,0.8200
985,0.3338,0.8200
986,0.3347,0.8200
987,0.3353,0.8200
988,0.3333,0.8200
989,0.3334,0.8200
990,0.3346,0.8200
991,0.3328,0.8200
992,0.3327,0.8200
993,0.3317,0.8200
994,0.3311,0.8200
995,0.3320,0.8200
996,0.3316,0.8200
997,0.3313,0.8200
998,0.3326,0.8200
999,0.3339,0.8200
1000,0.3385,0.8200
1001,0.3384,0.8200
1002,0.3337,0.8200
1003,0.3304,0.8200
1004,0.3285,0.8200
1005,0.3482,0.8000
1006,0.3542,0.8200
1007,0.3377,0.7900
1008,0.3316,0.8200
1009,0.3280,0.8200
1010,0.3282,0.8200
1011,0.3271,0.8200
1012,0.3294,0.8200
1013,0.3284,0.8200
1014,0.3272,0.8200
1015,0.3263,0.8200
1016,0.3274,0.8300
1017,0.3236,0.8200
1018,0.3312,0.8200
1019,0.3261,0.8200
1020,0.3229,0.8200
1021,0.3250,0.8200
1022,0.3230,0.8200
1023,0.3235,0.8200
1024,0.3268,0.8200
1025,0.3222,0.8200
1026,0.3216,0.8200
1027,0.3204,0.8200
1028,0.3201,0.8200
1029,0.3199,0.8200
1030,0.3198,0.8200
1031,0.3202,0.8200
1032,0.3198,0.8200
1033,0.3228,0.8200
1034,0.3215,0.8200
1035,0.3181,0.8200
1036,0.3167,0.8200
1037,0.3187,0.8200
1038,0.3166,0.8200
1039,0.3171,0.8200
1040,0.3183,0.8200
1041,0.3159,0.8200
1042,0.3154,0.8200
1043,0.3236,0.8100
1044,0.3187,0.8300
1045,0.3149,0.8300
1046,0.3124,0.8200
1047,0.3147,0.8200
1048,0.3230,0.8200
1049,0.3153,0.8200
1050,0.3128,0.8100
1051,0.3122,0.8300
1052,0.3100,0.8200
1053,0.3108,0.8400
1054,0.3123,0.8200
1055,0.3116,0.8200
1056,0.3080,0.8200
1057,0.3066,0.8200
1058,0.3091,0.8200
1059,0.3058,0.8200
1060,0.3066,0.8400
1061,0.3084,0.8400
1062,0.3047,0.8200
1063,0.3033,0.8200
1064,0.3037,0.8200
1065,0.3071,0.8200
1066,0.3059,0.8200
1067,0.3029,0.8500
1068,0.3025,0.8300
1069,0.2990,0.8400
1070,0.2994,0.8200
1071,0.3032,0.8200
1072,0.3018,0.8200
1073,0.2989,0.8200
1074,0.2984,0.8200
1075,0.2970,0.8200
1076,0.2957,0.8300
1077,0.2956,0.8200
1078,0.2982,0.8200
1079,0.2956,0.8400
1080,0.3071,0.8300
1081,0.3096,0.8500
1082,0.2981,0.8200
1083,0.2905,0.8300
1084,0.2933,0.8300
1085,0.2905,0.8300
1086,0.2888,0.8400
1087,0.2888,0.8400
1088,0.3024,0.8600
1089,0.2903,0.8500
1090,0.2835,0.8400
1091,0.3053,0.8200
1092,0.3060,0.8200
1093,0.2862,0.8300
1094,0.2949,0.8600
1095,0.2931,0.8600
1096,0.2864,0.8500
1097,0.2866,0.8700
1098,0.2826,0.8600
1099,0.2800,0.8400
1100,0.2822,0.8300
1101,0.2788,0.8400
1102,0.2793,0.8600
1103,0.2796,0.8400
1104,0.2779,0.8600
1105,0.2771,0.8300
1106,0.2853,0.8300
1107,0.2856,0.8300
1108,0.2812,0.8300
1109,0.2775,0.8400
1110,0.2751,0.8500
1111,0.2744,0.8600
1112,0.2746,0.8400
1113,0.2814,0.8300
1114,0.2749,0.8300
1115,0.2723,0.8500
1116,0.2800,0.9100
1117,0.2715,0.8600
1118,0.2700,0.8600
1119,0.2683,0.8400
1120,0.2671,0.8400
1121,0.2674,0.8500
1122,0.2673,0.8400
1123,0.2673,0.8700
1124,0.2652,0.8700
1125,0.2654,0.8400
1126,0.2639,0.8600
1127,0.2637,0.8700
1128,0.2779,0.9100
1129,0.2619,0.8600
1130,0.2743,0.8300
1131,0.2813,0.8300
1132,0.2747,0.8300
1133,0.2634,0.8400
1134,0.2604,0.8900
1135,0.2667,0.9000
1136,0.2619,0.9000
1137,0.2601,0.8800
1138,0.2579,0.8600
1139,0.2618,0.8400
1140,0.2673,0.8300
1141,0.2606,0.8400
1142,0.2552,0.8900
1143,0.2689,0.9400
1144,0.2682,0.9200
1145,0.2559,0.8800
1146,0.2549,0.8700
1147,0.2580,0.9200
1148,0.2680,0.9300
1149,0.2586,0.9000
1150,0.2553,0.9000
1151,0.2577,0.9200
1152,0.2526,0.9000
